symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-SOL,2025-08-29 00:00:00,2025-10-27 00:00:00,298749.3,293853.0,7490,-38892582.61350012,TIME_EXIT,60
KRW-DOT,2025-11-08 00:00:00,2025-11-16 00:00:00,4806.402,4095.5207320296527,667394,-477408437.86571217,STOP,9
KRW-ETH,2025-12-10 00:00:00,2025-12-15 00:00:00,4914456.0,4383499.8248638,633,-339038061.8797841,STOP,6
KRW-XRP,2026-01-05 00:00:00,2026-01-19 00:00:00,3024.5115,2800.11875930911,805302,-183049216.06239653,STOP,15
KRW-DOGE,2026-01-05 00:00:00,2026-01-19 00:00:00,217.1085,194.35346879177976,11218563,-257586757.1858816,STOP,15
KRW-ADA,2026-01-06 00:00:00,2026-01-19 00:00:00,611.3055,543.2814814525325,2390600,-163998296.55850625,STOP,14
KRW-DOT,2026-01-03 00:00:00,2026-01-25 00:00:00,3132.5655,2757.988739980156,971905,-366915555.5063906,STOP,23
KRW-BTC,2026-01-06 00:00:00,2026-01-25 00:00:00,136142037.0,129656401.28754984,10,-66185349.31593943,STOP,20
KRW-ETH,2026-03-17 00:00:00,2026-03-21 00:00:00,3463731.0,3129099.556469452,527,-178087981.5922284,STOP,5
KRW-XRP,2026-03-17 00:00:00,2026-03-22 00:00:00,2270.1345,2071.6961380680773,804753,-161440917.69553924,STOP,6
KRW-DOT,2026-02-26 00:00:00,2026-03-24 00:00:00,2394.1965,2055.628871863467,1184996,-403837797.70445776,STOP,27
KRW-SOL,2026-03-17 00:00:00,2026-03-27 00:00:00,141470.7,126471.96127611559,12913,-195408684.93404865,STOP,11
KRW-BTC,2026-03-05 00:00:00,2026-05-03 00:00:00,105426687.0,116531705.0,21,230874814.88399982,TIME_EXIT,60
KRW-ADA,2026-05-09 00:00:00,2026-05-17 00:00:00,403.2015,374.7506359091627,3074986,-88682104.73052287,STOP,9
KRW-ETH,2026-04-12 00:00:00,2026-05-18 00:00:00,3396697.5,3124547.4416879206,649,-178741531.82811737,STOP,37
KRW-BTC,2026-05-05 00:00:00,2026-05-18 00:00:00,118679310.0,113395139.77213882,13,-70202696.88571429,STOP,14
KRW-XRP,2026-04-17 00:00:00,2026-05-20 00:00:00,2143.071,2007.1001260606238,823943,-113742002.0102911,STOP,34
KRW-DOGE,2026-04-17 00:00:00,2026-06-03 00:00:00,146.073,134.100272985792,12088261,-146422852.85403514,STOP,48
KRW-ADA,2026-07-05 00:00:00,2026-07-08 00:00:00,290.145,255.12792398653534,7102990,-250662474.8160529,STOP,4
KRW-SOL,2026-07-02 00:00:00,2026-07-28 00:00:00,117858.9,105526.95043813936,21857,-271980693.8401003,STOP,27
KRW-BTC,2026-07-22 00:00:00,2026-07-28 00:00:00,97267609.5,92464994.24937034,16,-78359704.84006953,STOP,7
KRW-ADA,2026-08-03 00:00:00,2026-08-17 00:00:00,272.136,244.29999588235918,7547405,-212038472.46625447,STOP,15
KRW-ETH,2026-07-15 00:00:00,2026-08-21 00:00:00,2780389.5,3431776.689817828,723,468707240.1606705,TARGET,38
KRW-BTC,2026-08-20 00:00:00,2026-08-21 00:00:00,95394673.5,106054286.09573379,21,221736650.43465447,TARGET,2
KRW-DOGE,2026-08-20 00:00:00,2026-08-21 00:00:00,103.0515,121.57710516778455,19519698,359421876.8748753,TARGET,2
KRW-SOL,2026-08-20 00:00:00,2026-08-22 00:00:00,117458.7,137434.0963757909,17125,339896143.36645126,TARGET,3
KRW-XRP,2026-08-21 00:00:00,2026-08-22 00:00:00,1748.874,2126.2879081219285,461024,173103598.25623906,TARGET,2
KRW-DOT,2026-08-22 00:00:00,2026-08-25 00:00:00,1290.645,1188.3951865972795,1596020,-165171046.0463164,STOP,4
KRW-ADA,2026-08-22 00:00:00,2026-08-26 00:00:00,315.1575,282.951129918731,6536084,-212458184.30939794,STOP,5
KRW-ETH,2026-08-27 00:00:00,2026-08-27 00:00:00,3485742.0,3457270.5,760,-24276684.75,TIME_EXIT,1
